id,ad_creative_body,pred_theme_sbert,gt_theme,moral_foundation,pred_theme_llms
481637073025914,Georgia’s communities of color are disproportionately impacted by COVID-19 and left behind in vaccine rollout.,VaccineEquity,VaccineEquity,fairness/cheating,VaccineEquity
294015965550443,"1,000 OPEN APPOINTMENTS for this Friday at the Pannell Center Vaccine Clinic! All people 16+ are eligible -- no insurance, documentation, or ID required. Make your appointment TODAY!",VaccineRollout,VaccineRollout,none,EncourageVaccination
594484925167779,Worried about safety this cuffing season? Let the VIRA chatbot answer your questions about COVID-19 vaccines at vaxchat.org 😘,EncourageVaccination,EncourageVaccination,none,VaccineMisinformation
1.19479E+15,Florida Breaking: Families mourn the loss of loved ones who hesitated on the Covid-19 vaccine. Stay on top of this incident and other local breaking news with News Break.,VaccineMandate,VaccineEfficacy,none,VaccineEfficacy
2.83938E+15,Pfizer and BioNTech could be paving the way for another wave of strong vaccine demand.,VaccineEquity,VaccineDevelopment,none,VaccineDevelopment
317312023153989,Summit County Executive Ilene Shapiro has collaborated with community partners to make sure Summit County residents have access to the resources and support they need. Visit our site for information about COVID-19 vaccines and transportation options for vaccine appointments.,VaccineStatus,VaccineRollout,none,VaccineRollout
292742955720936,"What is the biblical response to the vaccine? Listen to this exclusive interview with Dr. Robert Jeffress, Senior Pastor of First Baptist Church in Dallas, TX, as he shares his thoughts on COVID and the vaccine. Click the link below.",VaccineReligion,VaccineReligion,none,VaccineReligion
386264453057414,"The question of what government does to protect our rights during a pandemic is likely to come up again and again as world population increases and pandemics become more common.
  
 

  First off, no rational adult can be forced to take a medication or undergo a medical procedure without consent. When someone is underage or irrational, another person may make medical decisions for them, but even then it is not the government making the decision but a relative or caretaker. Government cannot force anyone to take a vaccine because individuals have the right to make their own personal medical decisions no matter what anyone else thinks of them.
  
 

  A second point is that businesses can set requirements both on their customers and their employees. If a business wants to only serve customer wearing masks or employ people who have been vaccinated – so be it. They are free to do so. This is again not a government decision.
  
 

  So when a menacing disease takes hold and spreads throughout the population, what should government do?
  
 

  The best way to frame this is as an attack on the people of the United States. Something is killing us – maybe the elderly, maybe those who have commodities – who is dying doesn’t matter. Government never should restrict our freedoms except to protect rights, but when people are infecting each other with a contagion, we have to remember this principle:
  
 

  *** Do as you please as long as you don’t harm, impose on, or place others at risk without their consent. ***
  
 

  Simply put, no one has a right to spread disease.
  
 

  Now some might object, “Well, we don’t know we are infectious.” Actually that doesn’t matter. Just because we aren’t aware doesn’t make putting others at risk OK. Or someone might say, “There are all kinds of diseases out there. How can I live without EVER getting someone else sick?” Sure, we live with many diseases that can cause death – influenza, UTIs, etc. We all accept a background level of risk that arises just from living.
  
 

  The difference during a pandemic is that the level of risk is demonstrably, unusually high. It is easy to look at ‘Weekly All Cause Mortality’ for the United States (https://www.cdc.gov/nchs/nvss/vsrr/covid19/excess_deaths.htm) and see that COVID-19 is not a seasonal flu.
  
 

  Knowing that we have an obligation not to place one another at excessive risk, most responsible people will take recommended steps without government mandates. We will wear masks, distance, avoid crowds, quarantine appropriately, and take safe and effective vaccines when they become available. We don’t want to be the person who spreads a disease that kills someone else.
  
 

  Sadly, not everyone will act responsibly.
  
 

  So what should government, that agency charged with national defense and managing public space, do to protect our right not to be placed at risk without our consent?
  
 

  Government can’t make us take a vaccine. We never allow government to make personal medical decisions.
  
 

  But government can require that we behave ourselves in the public space, either by wearing masks or even avoiding public space or public gatherings through quarantines to prevent us from harming one another.
  
 

  In private, where we have consented to the risks, we may do as we please. If I go to a private home, I can ask “Has everyone been vaccinated? Will everyone wear masks?” And if the answer is no, I can decide whether or not to take the risk. If I proceed, then I consent to any risks posed thereby.
  
 

  Government doesn’t normally regulate what happens in the private space, but when someone elevates the risk of all those around him, government does step in - someone who builds a bomb or purifies ricin or raises venomous snakes in their apartment, for instance. Bringing large groups of unprotected people closely together in a restaurant or cinema or home effectively creates a transmission “bomb” that raises the risk of infection to many others, and so government may reasonably restrict that activity. This may mean economic hardship for some – and the answer to that is act quickly and decisively so that the hardship lasts for as short a time as possible. The US didn’t do that but some other countries did.
  
 

  Government cannot force individuals into medical decisions, but it can mandate not placing one another at risk without consent.
  
 

  #MorePerfectUnion #MPU",VaccineEquity,AdvocatingUnifiedLiberties,liberty/oppression,AdvocatingUnifiedLiberties
790147381693083,"If your child is older than 12, they are eligible for a FREE COVID-19 Vaccine. 
  
  https://bit.ly/2Shd49v",VaccineRollout,VaccineRollout,none,VaccineRollout
473801807558353,"Dr. Fauci said in 2020 that they would never force COVID vaccines. But now, he FULLY supports vaccine mandates. He has also made contradicting statements about masks and their effectiveness. As America enters year 3 of the pandemic, we need the truth. What do you think? Is Fauci a hypocrite? Take the poll >>",GovDistrust,GovDistrust,authority/subversion,GovDistrust
214015323586362,"OVER 50% MONTCLAIR ADULTS HAVE AT LEAST ONE COVID VACCINE. 
  Lets get to 70% by July 1! Get vaccinated. It is easy and you can now walk-in without an appointment. Vaccine site at Montclair Place from Tuesday through Saturday using Pfizer. Information including other vaccine sites go to https://sbcovid19.com/vaccine/locations/#load",VaccineRollout,EncourageVaccination,none,EncourageVaccination
528575175138314,"An Israeli-American pharmaceutical company will soon begin clinical trials on an oral pill version of the coronavirus vaccine.
  
 

  Oramed Pharmaceuticals Inc., an Israeli company, has partnered with Premas Biotech to develop a single-dose oral vaccine that they hope can be used as a standalone vaccine or a booster for those who are already vaccinated against COVID-19.
  
 

  Read the full CBN News report here.",VaccineEfficacy,VaccineDevelopment,none,VaccineDevelopment
152958590100622,"Now that a vaccine is here, are we still living in an epidemic? Dr. Nicholas Christakis discusses why we're at the end of the beginning of COVID-19.",VaccineDevelopment,VaccineStatus,none,CovidPlan
1.19929E+15,"More than 60% of American adults have received their first COVID-19 vaccine. It’s been a challenging year, but we’re starting to turn the tide. It takes every one of us, doing our part, to end the pandemic. Let’s get back to the friends, family, and events we enjoy. 
  
 

  Find a vaccine location near you: 🔍 Search https://fal.cn/3fyjY 💬 Text your ZIP code to 438829 📞 Call 1-800-232-0233 #WeCanDoThis",VaccineEquity,EncourageVaccination,loyalty/betrayal,EncourageVaccination
539051057534161,The COVID pandemic is threatening the most vulnerable people. CARE plays a central role in combating COVID by supporting vaccination campaigns that are efficient and equitable. Do you believe all eligible people have access to the COVID-19 vaccine?,VaccineEquity,VaccineEquity,fairness/cheating,VaccineEquity
316650029831631,"Since the first doses of the vaccine were distributed, people who have already survived COVID-19 have questioned whether it’s necessary to get vaccinated 💉 against it.
  
 

  On HealthCity, BMC infectious diseases physician, Dr. Cassandra Pierre, provides a thorough response to this question that can serve as a blueprint for providers on how to speak 🗣️ with their patients about it.",VaccineEfficacy,VaccineEfficacy,none,NaturalImmunity
598933084760503,"Did you hear the news?! OSHA has announced they will suspend enforcement of the Federal Vaccine Mandate! 
  
 

  This is just one small step to protecting individual liberty in this country. Click here if you join me in opposing vaccine mandates → https://secure.winred.com/friends-of-lindstrom/stopthemandates1 
  
 

  https://www.nbcnebraskascottsbluff.com/2021/11/17/osha-says-it-will-temporarily-not-enforce-covid-19-vaccine-mandate/",VaccineMandate,VaccineMandate,liberty/oppression,VaccineMandate
3.11212E+15,"Can You Get a Religious Exemption from a COVID Vaccine Mandate?
  
 

  By Mike Farris, ADF President & CEO
  
 

  Can people with religious objections to mandatory COVID vaccination get an exemption? Maybe. The answer to this question depends a great deal on a number of factors, and it will vary greatly in individual cases. But the law does provide for this possibility in some situations. 
  
 

  ADF is getting an unbelievable number of requests for legal advice regarding vaccine mandates—far, far more than we could ever handle. 
  
 

  So, we have done what is within our capacity to help people who have sincere religious objections to these mandates. We have prepared a summary and FAQs about the relevant law—not as legal advice but solely as information—for the public. These resources are available at https://ADFlegal.org/resources/covid19-vaccine-mandate.
  
 

  We have also prepared a very detailed legal analysis, which we will make available for free to any lawyer seeking to help a client with a religious exemption. This analysis is only available on request and won’t be posted on our website. 
  
 

  But here are the basics. 
  
 

  First, your objection to the vaccines has to be based on your religious beliefs. It is okay if you are also dubious about the vaccines from a health perspective or about the mandates from a freedom perspective, but neither of those objections standing alone would qualify you for a religious exemption. 
  
 

  Federal employment law requires every employer with fifteen or more employees to grant reasonable religious accommodations to their employees, so long as the accommodation doesn’t place an undue hardship on the employer. That is the basic statutory reason why you can claim a religious exemption in the employment context. 
  
 

  You should read our FAQs for basic information about other contexts. 
  
 

  ADF is not saying that individuals should or should not be vaccinated. We are simply trying to help people who have bona fide religious objections get the full protection of U.S. law on religious freedom. 
  
 

  Religious freedom is for everyone, and it should be protected in good times and bad.",VaccineReligion,VaccineReligion,liberty/oppression,VaccineReligion
